datetime,ticker,company_name,avg_price,volume,market_index
2024-10-01 15:00:00,WMT,Walmart Inc.,162.35,680,2289.96
2024-10-01 16:00:00,AAPL,Apple Inc.,175.55,950,2289.93
2024-10-01 16:00:00,AMZN,Amazon.com Inc.,145.58,2060,2289.93
2024-10-01 16:00:00,GOOGL,Alphabet Inc.,140.83,1640,2289.93
2024-10-01 16:00:00,JPM,JPMorgan Chase & Co.,148.74,2570,2289.93
2024-10-01 16:00:00,META,Meta Platforms Inc.,299.73,1750,2289.93
2024-10-01 16:00:00,MSFT,Microsoft Corporation,328.11,1530,2289.93
2024-10-01 16:00:00,NVDA,NVIDIA Corporation,484.09,1250,2289.93
2024-10-01 16:00:00,PG,Procter & Gamble Company,154.7,1670,2289.93
2024-10-01 16:00:00,TSLA,Tesla Inc.,250.05,1920,2289.93
2024-10-01 16:00:00,WMT,Walmart Inc.,162.55,1490,2289.93
2024-10-02 09:00:00,AAPL,Apple Inc.,175.25,160,2291.05
2024-10-02 09:00:00,AMZN,Amazon.com Inc.,145.92,600,2291.05
2024-10-02 09:00:00,GOOGL,Alphabet Inc.,140.69,1240,2291.05
2024-10-02 09:00:00,JPM,JPMorgan Chase & Co.,148.7,760,2291.05
2024-10-02 09:00:00,META,Meta Platforms Inc.,299.91,790,2291.05
2024-10-02 09:00:00,MSFT,Microsoft Corporation,329.06,290,2291.05
2024-10-02 09:00:00,TSLA,Tesla Inc.,250.29,830,2291.05
2024-10-02 09:00:00,WMT,Walmart Inc.,162.42,360,2291.05
2024-10-02 10:00:00,AAPL,Apple Inc.,176.23,910,2293.54
2024-10-02 10:00:00,AMZN,Amazon.com Inc.,145.8,440,2293.54
2024-10-02 10:00:00,GOOGL,Alphabet Inc.,140.81,1360,2293.54
2024-10-02 10:00:00,JPM,JPMorgan Chase & Co.,148.76,3010,2293.54
2024-10-02 10:00:00,META,Meta Platforms Inc.,300.96,140,2293.54
2024-10-02 10:00:00,MSFT,Microsoft Corporation,328.88,2060,2293.54
2024-10-02 10:00:00,NVDA,NVIDIA Corporation,484.61,1770,2293.54
2024-10-02 10:00:00,PG,Procter & Gamble Company,154.53,2140,2293.54
2024-10-02 10:00:00,TSLA,Tesla Inc.,249.74,660,2293.54
2024-10-02 10:00:00,WMT,Walmart Inc.,163.22,550,2293.54
2024-10-02 11:00:00,AAPL,Apple Inc.,175.85,760,2292.20
2024-10-02 11:00:00,AMZN,Amazon.com Inc.,146.03,1670,2292.20
2024-10-02 11:00:00,GOOGL,Alphabet Inc.,141.27,950,2292.20
2024-10-02 11:00:00,META,Meta Platforms Inc.,301.21,1770,2292.20
2024-10-02 11:00:00,MSFT,Microsoft Corporation,329.45,1910,2292.20
2024-10-02 11:00:00,NVDA,NVIDIA Corporation,482.93,1000,2292.20
2024-10-02 11:00:00,PG,Procter & Gamble Company,154.69,170,2292.20
2024-10-02 11:00:00,TSLA,Tesla Inc.,248.89,830,2292.20
2024-10-02 11:00:00,WMT,Walmart Inc.,162.7,980,2292.20
2024-10-02 12:00:00,AAPL,Apple Inc.,176.08,1210,2291.87
2024-10-02 12:00:00,AMZN,Amazon.com Inc.,145.93,1800,2291.87
2024-10-02 12:00:00,GOOGL,Alphabet Inc.,141.8,340,2291.87
2024-10-02 12:00:00,JPM,JPMorgan Chase & Co.,149.35,600,2291.87
2024-10-02 12:00:00,META,Meta Platforms Inc.,300.97,1110,2291.87
2024-10-02 12:00:00,MSFT,Microsoft Corporation,329.51,1680,2291.87
2024-10-02 12:00:00,NVDA,NVIDIA Corporation,482.8,830,2291.87
2024-10-02 12:00:00,PG,Procter & Gamble Company,154.44,1870,2291.87
2024-10-02 13:00:00,AAPL,Apple Inc.,176.07,1630,2289.86
2024-10-02 13:00:00,AMZN,Amazon.com Inc.,146.02,1190,2289.86
2024-10-02 13:00:00,GOOGL,Alphabet Inc.,141.43,390,2289.86
2024-10-02 13:00:00,JPM,JPMorgan Chase & Co.,148.78,2160,2289.86
2024-10-02 13:00:00,META,Meta Platforms Inc.,301.31,890,2289.86
2024-10-02 13:00:00,MSFT,Microsoft Corporation,328.92,2590,2289.86
2024-10-02 13:00:00,NVDA,NVIDIA Corporation,481.76,3410,2289.86
2024-10-02 13:00:00,PG,Procter & Gamble Company,154.05,830,2289.86
2024-10-02 13:00:00,TSLA,Tesla Inc.,248.75,510,2289.86
2024-10-02 13:00:00,WMT,Walmart Inc.,162.77,2420,2289.86
2024-10-02 14:00:00,AAPL,Apple Inc.,176.14,490,2288.94
2024-10-02 14:00:00,AMZN,Amazon.com Inc.,146.02,650,2288.94
2024-10-02 14:00:00,GOOGL,Alphabet Inc.,141.53,630,2288.94
2024-10-02 14:00:00,JPM,JPMorgan Chase & Co.,148.95,2890,2288.94
2024-10-02 14:00:00,META,Meta Platforms Inc.,300.25,680,2288.94
2024-10-02 14:00:00,MSFT,Microsoft Corporation,329.73,610,2288.94
2024-10-02 14:00:00,PG,Procter & Gamble Company,153.34,2820,2288.94
2024-10-02 14:00:00,TSLA,Tesla Inc.,248.81,500,2288.94
2024-10-02 14:00:00,WMT,Walmart Inc.,162.13,2600,2288.94
2024-10-02 15:00:00,AAPL,Apple Inc.,176.52,2060,2288.53
2024-10-02 15:00:00,AMZN,Amazon.com Inc.,145.69,2720,2288.53
2024-10-02 15:00:00,GOOGL,Alphabet Inc.,141.74,1430,2288.53
2024-10-02 15:00:00,JPM,JPMorgan Chase & Co.,149.23,1080,2288.53
2024-10-02 15:00:00,META,Meta Platforms Inc.,300.87,390,2288.53
2024-10-02 15:00:00,MSFT,Microsoft Corporation,329.91,1110,2288.53
2024-10-02 15:00:00,NVDA,NVIDIA Corporation,481.06,940,2288.53
2024-10-02 15:00:00,PG,Procter & Gamble Company,153.24,2920,2288.53
2024-10-02 15:00:00,TSLA,Tesla Inc.,247.9,700,2288.53
2024-10-02 15:00:00,WMT,Walmart Inc.,162.37,3200,2288.53
2024-10-02 16:00:00,AAPL,Apple Inc.,176.77,490,2289.80
2024-10-02 16:00:00,AMZN,Amazon.com Inc.,145.95,1090,2289.80
2024-10-02 16:00:00,GOOGL,Alphabet Inc.,142.46,1510,2289.80
2024-10-02 16:00:00,META,Meta Platforms Inc.,299.61,320,2289.80
2024-10-02 16:00:00,MSFT,Microsoft Corporation,329.37,810,2289.80
2024-10-02 16:00:00,NVDA,NVIDIA Corporation,481.9,240,2289.80
2024-10-02 16:00:00,PG,Procter & Gamble Company,153.89,690,2289.80
2024-10-02 16:00:00,WMT,Walmart Inc.,161.89,1480,2289.80
2024-10-03 09:00:00,AAPL,Apple Inc.,176.79,2380,2287.86
2024-10-03 09:00:00,AMZN,Amazon.com Inc.,145.78,160,2287.86
2024-10-03 09:00:00,GOOGL,Alphabet Inc.,142.34,530,2287.86
2024-10-03 09:00:00,JPM,JPMorgan Chase & Co.,149.54,1950,2287.86
2024-10-03 09:00:00,META,Meta Platforms Inc.,299.52,290,2287.86
2024-10-03 09:00:00,MSFT,Microsoft Corporation,328.84,1760,2287.86
2024-10-03 09:00:00,NVDA,NVIDIA Corporation,481.54,260,2287.86
2024-10-03 09:00:00,PG,Procter & Gamble Company,153.84,310,2287.86
2024-10-03 09:00:00,WMT,Walmart Inc.,161.83,2330,2287.86
2024-10-03 10:00:00,AAPL,Apple Inc.,176.36,260,2284.68
2024-10-03 10:00:00,AMZN,Amazon.com Inc.,145.88,1490,2284.68
2024-10-03 10:00:00,JPM,JPMorgan Chase & Co.,149.55,2300,2284.68
2024-10-03 10:00:00,META,Meta Platforms Inc.,299.15,1200,2284.68
2024-10-03 10:00:00,MSFT,Microsoft Corporation,328.0,1500,2284.68
2024-10-03 10:00:00,NVDA,NVIDIA Corporation,479.74,680,2284.68
2024-10-03 10:00:00,PG,Procter & Gamble Company,153.59,1950,2284.68
2024-10-03 10:00:00,TSLA,Tesla Inc.,248.02,1290,2284.68
2024-10-03 10:00:00,WMT,Walmart Inc.,161.38,650,2284.68
2024-10-03 11:00:00,GOOGL,Alphabet Inc.,142.55,1760,2285.56
2024-10-03 11:00:00,JPM,JPMorgan Chase & Co.,149.37,2550,2285.56
2024-10-03 11:00:00,META,Meta Platforms Inc.,299.11,1680,2285.56
2024-10-03 11:00:00,MSFT,Microsoft Corporation,329.97,250,2285.56
2024-10-03 11:00:00,NVDA,NVIDIA Corporation,478.95,210,2285.56
2024-10-03 11:00:00,PG,Procter & Gamble Company,153.41,500,2285.56
2024-10-03 11:00:00,TSLA,Tesla Inc.,247.83,800,2285.56
2024-10-03 11:00:00,WMT,Walmart Inc.,161.66,980,2285.56
2024-10-03 12:00:00,AAPL,Apple Inc.,176.57,860,2284.12
2024-10-03 12:00:00,AMZN,Amazon.com Inc.,145.87,810,2284.12
2024-10-03 12:00:00,GOOGL,Alphabet Inc.,142.56,1540,2284.12
2024-10-03 12:00:00,JPM,JPMorgan Chase & Co.,149.43,760,2284.12
2024-10-03 12:00:00,META,Meta Platforms Inc.,299.73,890,2284.12
2024-10-03 12:00:00,MSFT,Microsoft Corporation,330.2,330,2284.12
2024-10-03 12:00:00,NVDA,NVIDIA Corporation,478.64,1300,2284.12
2024-10-03 12:00:00,PG,Procter & Gamble Company,153.35,1690,2284.12
2024-10-03 12:00:00,TSLA,Tesla Inc.,246.67,650,2284.12
2024-10-03 12:00:00,WMT,Walmart Inc.,161.1,2090,2284.12
2024-10-03 13:00:00,AAPL,Apple Inc.,176.55,150,2284.59
2024-10-03 13:00:00,AMZN,Amazon.com Inc.,145.59,1200,2284.59
2024-10-03 13:00:00,GOOGL,Alphabet Inc.,143.14,1340,2284.59
2024-10-03 13:00:00,JPM,JPMorgan Chase & Co.,149.18,200,2284.59
2024-10-03 13:00:00,META,Meta Platforms Inc.,298.93,1040,2284.59
2024-10-03 13:00:00,MSFT,Microsoft Corporation,331.62,2490,2284.59
2024-10-03 13:00:00,NVDA,NVIDIA Corporation,477.96,2010,2284.59
2024-10-03 13:00:00,PG,Procter & Gamble Company,153.7,470,2284.59
2024-10-03 13:00:00,TSLA,Tesla Inc.,247.16,790,2284.59
2024-10-03 13:00:00,WMT,Walmart Inc.,160.76,620,2284.59
2024-10-03 14:00:00,AAPL,Apple Inc.,176.32,2020,2280.55
2024-10-03 14:00:00,AMZN,Amazon.com Inc.,145.96,820,2280.55
2024-10-03 14:00:00,GOOGL,Alphabet Inc.,143.21,930,2280.55
2024-10-03 14:00:00,JPM,JPMorgan Chase & Co.,148.22,1550,2280.55
2024-10-03 14:00:00,META,Meta Platforms Inc.,298.42,790,2280.55
2024-10-03 14:00:00,MSFT,Microsoft Corporation,331.65,900,2280.55
2024-10-03 14:00:00,NVDA,NVIDIA Corporation,475.45,2720,2280.55
2024-10-03 14:00:00,PG,Procter & Gamble Company,153.69,890,2280.55
2024-10-03 14:00:00,WMT,Walmart Inc.,160.93,1510,2280.55
2024-10-03 15:00:00,AMZN,Amazon.com Inc.,146.59,2700,2280.54
2024-10-03 15:00:00,GOOGL,Alphabet Inc.,143.18,170,2280.54
2024-10-03 15:00:00,JPM,JPMorgan Chase & Co.,148.34,1680,2280.54
2024-10-03 15:00:00,META,Meta Platforms Inc.,298.27,2050,2280.54
2024-10-03 15:00:00,MSFT,Microsoft Corporation,332.1,1710,2280.54
2024-10-03 15:00:00,NVDA,NVIDIA Corporation,474.76,3440,2280.54
2024-10-03 15:00:00,PG,Procter & Gamble Company,153.61,1910,2280.54
2024-10-03 15:00:00,TSLA,Tesla Inc.,246.62,1510,2280.54
2024-10-03 15:00:00,WMT,Walmart Inc.,160.9,910,2280.54
2024-10-03 16:00:00,AAPL,Apple Inc.,176.81,1190,2282.71
2024-10-03 16:00:00,AMZN,Amazon.com Inc.,146.76,1270,2282.71
2024-10-03 16:00:00,GOOGL,Alphabet Inc.,142.89,830,2282.71
2024-10-03 16:00:00,JPM,JPMorgan Chase & Co.,148.37,620,2282.71
2024-10-03 16:00:00,META,Meta Platforms Inc.,298.84,1700,2282.71
2024-10-03 16:00:00,MSFT,Microsoft Corporation,332.82,2200,2282.71
2024-10-03 16:00:00,NVDA,NVIDIA Corporation,475.11,1450,2282.71
2024-10-03 16:00:00,PG,Procter & Gamble Company,153.56,1120,2282.71
2024-10-03 16:00:00,TSLA,Tesla Inc.,246.75,660,2282.71
2024-10-03 16:00:00,WMT,Walmart Inc.,160.8,1040,2282.71
2024-10-04 09:00:00,AAPL,Apple Inc.,176.15,910,2281.78
2024-10-04 09:00:00,AMZN,Amazon.com Inc.,146.32,380,2281.78
2024-10-04 09:00:00,GOOGL,Alphabet Inc.,142.89,1100,2281.78
2024-10-04 09:00:00,JPM,JPMorgan Chase & Co.,148.28,750,2281.78
2024-10-04 09:00:00,META,Meta Platforms Inc.,299.21,510,2281.78
2024-10-04 09:00:00,MSFT,Microsoft Corporation,332.68,1340,2281.78
2024-10-04 09:00:00,NVDA,NVIDIA Corporation,475.55,640,2281.78
2024-10-04 09:00:00,PG,Procter & Gamble Company,152.97,430,2281.78
2024-10-04 09:00:00,TSLA,Tesla Inc.,246.73,2110,2281.78
2024-10-04 09:00:00,WMT,Walmart Inc.,161.0,770,2281.78
2024-10-04 10:00:00,AAPL,Apple Inc.,175.77,1210,2282.51
2024-10-04 10:00:00,AMZN,Amazon.com Inc.,146.36,850,2282.51
2024-10-04 10:00:00,GOOGL,Alphabet Inc.,143.08,970,2282.51
2024-10-04 10:00:00,JPM,JPMorgan Chase & Co.,148.31,680,2282.51
2024-10-04 10:00:00,META,Meta Platforms Inc.,299.89,310,2282.51
2024-10-04 10:00:00,MSFT,Microsoft Corporation,332.93,830,2282.51
2024-10-04 10:00:00,NVDA,NVIDIA Corporation,475.19,740,2282.51
2024-10-04 10:00:00,PG,Procter & Gamble Company,152.61,480,2282.51
2024-10-04 10:00:00,WMT,Walmart Inc.,161.41,1720,2282.51
2024-10-04 11:00:00,AAPL,Apple Inc.,176.39,1310,2282.21
2024-10-04 11:00:00,AMZN,Amazon.com Inc.,146.35,1420,2282.21
2024-10-04 11:00:00,GOOGL,Alphabet Inc.,143.12,1010,2282.21
2024-10-04 11:00:00,JPM,JPMorgan Chase & Co.,148.53,1190,2282.21
2024-10-04 11:00:00,META,Meta Platforms Inc.,299.01,640,2282.21
2024-10-04 11:00:00,MSFT,Microsoft Corporation,333.96,1450,2282.21
2024-10-04 11:00:00,NVDA,NVIDIA Corporation,473.89,860,2282.21
2024-10-04 11:00:00,PG,Procter & Gamble Company,153.04,1050,2282.21
2024-10-04 11:00:00,TSLA,Tesla Inc.,246.78,1100,2282.21
2024-10-04 11:00:00,WMT,Walmart Inc.,161.14,300,2282.21
2024-10-04 12:00:00,AAPL,Apple Inc.,176.33,1150,2280.70
2024-10-04 12:00:00,AMZN,Amazon.com Inc.,146.76,400,2280.70
2024-10-04 12:00:00,GOOGL,Alphabet Inc.,143.03,690,2280.70
2024-10-04 12:00:00,JPM,JPMorgan Chase & Co.,148.74,1390,2280.70
2024-10-04 12:00:00,META,Meta Platforms Inc.,297.95,720,2280.70
2024-10-04 12:00:00,NVDA,NVIDIA Corporation,473.66,750,2280.70
2024-10-04 12:00:00,PG,Procter & Gamble Company,152.8,890,2280.70
2024-10-04 12:00:00,TSLA,Tesla Inc.,246.08,710,2280.70
2024-10-04 13:00:00,AAPL,Apple Inc.,176.74,1400,2281.05
2024-10-04 13:00:00,GOOGL,Alphabet Inc.,143.75,810,2281.05
2024-10-04 13:00:00,JPM,JPMorgan Chase & Co.,149.15,1110,2281.05
2024-10-04 13:00:00,META,Meta Platforms Inc.,298.58,430,2281.05
2024-10-04 13:00:00,MSFT,Microsoft Corporation,333.76,1920,2281.05
2024-10-04 13:00:00,NVDA,NVIDIA Corporation,472.41,860,2281.05
2024-10-04 13:00:00,PG,Procter & Gamble Company,153.01,1020,2281.05
2024-10-04 13:00:00,TSLA,Tesla Inc.,245.46,1050,2281.05
2024-10-04 14:00:00,AAPL,Apple Inc.,176.82,1850,2279.96
2024-10-04 14:00:00,AMZN,Amazon.com Inc.,147.02,1800,2279.96
2024-10-04 14:00:00,GOOGL,Alphabet Inc.,143.34,740,2279.96
2024-10-04 14:00:00,JPM,JPMorgan Chase & Co.,149.17,1360,2279.96
2024-10-04 14:00:00,META,Meta Platforms Inc.,298.63,2170,2279.96
2024-10-04 14:00:00,MSFT,Microsoft Corporation,333.73,1100,2279.96
2024-10-04 14:00:00,NVDA,NVIDIA Corporation,471.37,140,2279.96
2024-10-04 14:00:00,PG,Procter & Gamble Company,152.79,3000,2279.96
2024-10-04 14:00:00,TSLA,Tesla Inc.,245.71,1010,2279.96
2024-10-04 14:00:00,WMT,Walmart Inc.,161.38,2250,2279.96
2024-10-04 15:00:00,AAPL,Apple Inc.,176.68,3630,2279.13
2024-10-04 15:00:00,AMZN,Amazon.com Inc.,146.68,1390,2279.13
2024-10-04 15:00:00,GOOGL,Alphabet Inc.,142.81,1980,2279.13
2024-10-04 15:00:00,JPM,JPMorgan Chase & Co.,148.86,1170,2279.13
2024-10-04 15:00:00,META,Meta Platforms Inc.,298.7,1380,2279.13
2024-10-04 15:00:00,MSFT,Microsoft Corporation,334.26,1400,2279.13
2024-10-04 15:00:00,PG,Procter & Gamble Company,152.79,2030,2279.13
2024-10-04 15:00:00,TSLA,Tesla Inc.,245.59,2860,2279.13
2024-10-04 15:00:00,WMT,Walmart Inc.,161.22,2770,2279.13
2024-10-04 16:00:00,AAPL,Apple Inc.,176.38,840,2279.33
2024-10-04 16:00:00,AMZN,Amazon.com Inc.,146.91,1850,2279.33
2024-10-04 16:00:00,GOOGL,Alphabet Inc.,142.97,3060,2279.33
2024-10-04 16:00:00,JPM,JPMorgan Chase & Co.,148.3,1480,2279.33
2024-10-04 16:00:00,META,Meta Platforms Inc.,298.5,2250,2279.33
2024-10-04 16:00:00,MSFT,Microsoft Corporation,335.38,380,2279.33
2024-10-04 16:00:00,NVDA,NVIDIA Corporation,470.35,880,2279.33
2024-10-04 16:00:00,PG,Procter & Gamble Company,152.7,2040,2279.33
2024-10-04 16:00:00,TSLA,Tesla Inc.,246.08,1760,2279.33
2024-10-04 16:00:00,WMT,Walmart Inc.,161.76,1230,2279.33
2024-10-07 09:00:00,AAPL,Apple Inc.,176.8,1370,2281.05
2024-10-07 09:00:00,AMZN,Amazon.com Inc.,147.45,1110,2281.05
2024-10-07 09:00:00,GOOGL,Alphabet Inc.,143.1,1780,2281.05
2024-10-07 09:00:00,JPM,JPMorgan Chase & Co.,148.8,1450,2281.05
2024-10-07 09:00:00,META,Meta Platforms Inc.,297.67,1140,2281.05
2024-10-07 09:00:00,MSFT,Microsoft Corporation,337.18,1110,2281.05
2024-10-07 09:00:00,PG,Procter & Gamble Company,152.93,3700,2281.05
2024-10-07 09:00:00,TSLA,Tesla Inc.,245.01,2240,2281.05
2024-10-07 09:00:00,WMT,Walmart Inc.,162.13,870,2281.05
2024-10-07 10:00:00,AMZN,Amazon.com Inc.,147.19,1570,2280.12
2024-10-07 10:00:00,GOOGL,Alphabet Inc.,142.9,670,2280.12
2024-10-07 10:00:00,JPM,JPMorgan Chase & Co.,148.32,1260,2280.12
2024-10-07 10:00:00,META,Meta Platforms Inc.,297.71,250,2280.12
2024-10-07 10:00:00,MSFT,Microsoft Corporation,337.85,1890,2280.12
2024-10-07 10:00:00,PG,Procter & Gamble Company,153.3,1080,2280.12
2024-10-07 10:00:00,WMT,Walmart Inc.,162.26,870,2280.12
2024-10-07 11:00:00,AAPL,Apple Inc.,177.0,2500,2281.48
2024-10-07 11:00:00,AMZN,Amazon.com Inc.,146.76,5180,2281.48
2024-10-07 11:00:00,GOOGL,Alphabet Inc.,142.83,1240,2281.48
2024-10-07 11:00:00,JPM,JPMorgan Chase & Co.,148.47,1660,2281.48
2024-10-07 11:00:00,META,Meta Platforms Inc.,297.36,920,2281.48
2024-10-07 11:00:00,MSFT,Microsoft Corporation,338.5,940,2281.48
2024-10-07 11:00:00,NVDA,NVIDIA Corporation,469.95,1010,2281.48
2024-10-07 11:00:00,PG,Procter & Gamble Company,153.61,1030,2281.48
2024-10-07 11:00:00,TSLA,Tesla Inc.,244.91,470,2281.48
2024-10-07 11:00:00,WMT,Walmart Inc.,162.09,2280,2281.48
2024-10-07 12:00:00,AAPL,Apple Inc.,176.27,810,2280.04
2024-10-07 12:00:00,AMZN,Amazon.com Inc.,147.03,2280,2280.04
2024-10-07 12:00:00,GOOGL,Alphabet Inc.,142.57,2530,2280.04
2024-10-07 12:00:00,JPM,JPMorgan Chase & Co.,148.52,1700,2280.04
2024-10-07 12:00:00,META,Meta Platforms Inc.,297.07,170,2280.04
2024-10-07 12:00:00,MSFT,Microsoft Corporation,338.93,1340,2280.04
2024-10-07 12:00:00,NVDA,NVIDIA Corporation,469.04,620,2280.04
2024-10-07 12:00:00,TSLA,Tesla Inc.,244.98,2380,2280.04
2024-10-07 12:00:00,WMT,Walmart Inc.,161.69,1020,2280.04
2024-10-07 13:00:00,AAPL,Apple Inc.,175.97,1400,2278.55
2024-10-07 13:00:00,GOOGL,Alphabet Inc.,142.4,3180,2278.55
2024-10-07 13:00:00,META,Meta Platforms Inc.,296.83,1870,2278.55
2024-10-07 13:00:00,MSFT,Microsoft Corporation,339.2,790,2278.55
2024-10-07 13:00:00,NVDA,NVIDIA Corporation,467.78,980,2278.55
2024-10-07 13:00:00,PG,Procter & Gamble Company,153.54,2050,2278.55
2024-10-07 13:00:00,TSLA,Tesla Inc.,244.58,1190,2278.55
2024-10-07 13:00:00,WMT,Walmart Inc.,162.16,170,2278.55
2024-10-07 14:00:00,AAPL,Apple Inc.,176.74,1210,2280.24
2024-10-07 14:00:00,AMZN,Amazon.com Inc.,146.88,1790,2280.24
2024-10-07 14:00:00,META,Meta Platforms Inc.,296.72,940,2280.24
2024-10-07 14:00:00,NVDA,NVIDIA Corporation,467.36,1180,2280.24
2024-10-07 14:00:00,PG,Procter & Gamble Company,153.72,830,2280.24
2024-10-07 14:00:00,TSLA,Tesla Inc.,244.79,680,2280.24
2024-10-07 14:00:00,WMT,Walmart Inc.,162.17,520,2280.24
2024-10-07 15:00:00,AAPL,Apple Inc.,176.59,1870,2279.82
2024-10-07 15:00:00,AMZN,Amazon.com Inc.,146.87,1410,2279.82
2024-10-07 15:00:00,GOOGL,Alphabet Inc.,142.79,2510,2279.82
2024-10-07 15:00:00,JPM,JPMorgan Chase & Co.,149.12,940,2279.82
2024-10-07 15:00:00,META,Meta Platforms Inc.,297.23,2510,2279.82
2024-10-07 15:00:00,MSFT,Microsoft Corporation,340.35,3910,2279.82
2024-10-07 15:00:00,NVDA,NVIDIA Corporation,466.98,2410,2279.82
2024-10-07 15:00:00,PG,Procter & Gamble Company,153.71,1400,2279.82
2024-10-07 15:00:00,TSLA,Tesla Inc.,243.78,520,2279.82
2024-10-07 15:00:00,WMT,Walmart Inc.,162.4,1370,2279.82
